Apartment_code,project_id,Project URL,project_name_eng,city_id_eng,region_id_eng,District_Residential_area_eng,allow_payment_by_cash,allow_payment_by_loan,project_latitude,project_longitude,publish_date,Construction_Completion_Percentage,sakani_beneficiary_price,non_sakani_beneficiary_price,apatment_area_meter,living_area,floor,bathroom_count,apartment_type_eng,number_of_rooms,master_bedroom_size,living_room_size,kitchen_size,guestroom_size,apartment_for_sakani_beneficiary,apartment_for_non_sakani_beneficiary,construction_status_eng
A04309,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320338.658,1459015.158,277.353,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04310,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320332.834,1459007.334,277.349,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04311,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320328.466,1459001.466,277.346,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04312,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320324.098,1458995.598,277.343,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04313,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320319.73,1458989.73,277.34,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04314,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1607197.0,1773597.0,332.8,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04315,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574767.88,1741157.88,332.78,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04316,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320305.17,1458970.17,277.33,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04317,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320290.61,1458950.61,277.32,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04318,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574767.88,1741157.88,332.78,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04319,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574622.28,1740962.28,332.68,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04320,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574855.24,1741275.24,332.84,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04321,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574767.88,1741157.88,332.78,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04322,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320276.05,1458931.05,277.31,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04323,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320290.61,1458950.61,277.32,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04324,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574797.0,1741197.0,332.8,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04325,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574767.88,1741157.88,332.78,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04326,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320319.73,1458989.73,277.34,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04327,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1320319.73,1458989.73,277.34,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04328,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1574767.88,1741157.88,332.78,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04329,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1656367.88,1822757.88,332.78,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04330,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1603105.64,1768100.64,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04331,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1534364.3,1699359.3,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04332,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1534364.3,1699359.3,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04333,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1534364.3,1699359.3,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04334,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1534364.3,1699359.3,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04335,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1534364.3,1699359.3,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04336,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1570705.64,1735700.64,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04337,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1603105.64,1768100.64,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04338,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1364297.3,1501792.3,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04339,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04340,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04341,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04342,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04343,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04344,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04345,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04346,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04347,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1316898.13,1454393.13,274.99,322.11,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04348,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1570705.64,1735700.64,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04349,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1652305.64,1817300.64,329.99,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04350,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1620184.84,1781154.84,321.94,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04351,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1258475.07,1412090.07,307.23,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04352,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04353,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04354,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04355,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04356,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04357,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04358,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1258475.07,1412090.07,307.23,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04359,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1258475.07,1412090.07,307.23,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04360,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04361,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04362,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04363,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04364,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04365,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04366,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,886532.34,1107733.62,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04367,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,983645.7,1156290.3,256.02,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04368,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1258475.07,1412090.07,307.23,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04369,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1598767.08,1752382.08,307.23,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04370,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1591734.6,1742934.6,302.4,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04371,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1251442.59,1402642.59,302.4,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04372,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04373,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04374,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04375,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04376,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04377,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04378,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04379,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04380,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1251442.59,1402642.59,302.4,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04381,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1251442.59,1402642.59,302.4,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04382,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04383,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04384,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04385,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04386,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04387,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,882142.5,1099870.5,252.0,322.11,1,8,townhouse,7.0,20.23,38.83,20.97,15.05,1,0,Not started - selling on the map
A04388,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1251442.59,1402642.59,302.4,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
A04389,1227,https://sakani.sa/app/offplan-projects/1227,Riyadh - Real Estate Alliance Company - Sama Al -Fursan,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.979519,46.849467,2024-09-03,7.8,1612832.04,1771277.04,316.89,366.61,1,7,townhouse,7.0,21.66,49.8,15.8,25.1,1,0,Not started - selling on the map
